symbol,entry_date,exit_date,entry_price,exit_price,shares,entry_value,exit_value_net,net_pnl,net_return,holding_days,total_cost,trend_regime_entry,vol_regime_entry,trend_regime_exit,vol_regime_exit,exit_reason_bucket
RBA_NS,2022-07-21,2022-08-30,118.23466454850342,128.1999969482422,4263,504034.3749702702,544566.8322269625,40532.457256692345,0.08041605745457955,40,3802.7167240206873,NEUTRAL,LOW_VOL,BULL,MID_VOL,Protective Risk Stop
NAVA_NS,2022-04-27,2022-09-29,94.58573833026462,87.71687778200135,3272,309484.5358166259,285979.0947196128,-23505.44109701313,-0.07595029275046054,155,2167.4174624887028,NEUTRAL,HIGH_VOL,BEAR,LOW_VOL,Protective Risk Stop
ELGIEQUIP_NS,2022-06-23,2022-09-29,451.7949755010346,410.6113930094664,700,316256.4828507247,286395.9923909143,-29860.49045981042,-0.09441858769391545,98,2193.7468605197137,BEAR,HIGH_VOL,BEAR,LOW_VOL,Protective Risk Stop
VAIBHAVGBL_NS,2022-08-22,2022-10-10,291.6264023955104,340.84208304227343,1854,540675.3500412765,629670.1959000425,88994.845858766,0.16459941414375912,49,4239.439899387919,BULL,LOW_VOL,NEUTRAL,MID_VOL,Protective Risk Stop
MAHLIFE_NS,2022-03-28,2022-10-19,421.8394576878074,408.4208342814292,726,306255.4462813486,295449.31377042725,-10806.132510921336,-0.03528470315265523,205,2189.2708633520133,NEUTRAL,HIGH_VOL,NEUTRAL,MID_VOL,Portfolio Rebalance Exit
SCHAEFFLER_NS,2021-09-02,2022-10-25,1417.3599357553278,2999.9776772704104,334,473398.21854228096,998432.9247138953,525034.7061716144,1.1090762187241343,418,5299.010425295162,BULL,LOW_VOL,BULL,LOW_VOL,Trailing Profit Protection
HIKAL_NS,2022-08-22,2022-11-18,319.39348166671385,326.1215553028433,1693,540733.1644617468,550154.3978782477,9421.23341650085,0.017423073034329002,88,3956.0470814601567,BULL,LOW_VOL,BULL,LOW_VOL,Portfolio Rebalance Exit
TVSMOTOR_NS,2022-06-23,2022-12-12,1020.4962750371913,1018.0674760734904,303,309210.37133627,307368.03053857235,-1842.3407976976596,-0.005958211523552331,172,2242.285604576732,BEAR,HIGH_VOL,BULL,LOW_VOL,Time-Based Risk Exit
VAIBHAVGBL_NS,2022-10-19,2022-12-16,324.8437627302356,315.0065984540465,1513,491488.6130108467,474900.8851861964,-16587.727824650297,-0.033749973825505944,58,3509.625409057128,NEUTRAL,MID_VOL,NEUTRAL,LOW_VOL,Time-Based Risk Exit
KSB_NS,2022-10-19,2023-01-09,393.4955950446544,373.6773587658516,751,295515.19187853584,279622.2324876064,-15892.959390929434,-0.05378051561376865,82,2095.603694777308,NEUTRAL,MID_VOL,NEUTRAL,MID_VOL,Time-Based Risk Exit
PCBL_NS,2022-08-22,2023-01-13,113.60929666566423,112.73718042532684,4760,540780.2521285618,534714.9700014477,-6065.282127114129,-0.011215798105127931,144,3901.454121656626,BULL,LOW_VOL,NEUTRAL,LOW_VOL,Portfolio Rebalance Exit
ELGIEQUIP_NS,2022-11-18,2023-01-13,494.60010241606244,409.2262092141369,1077,532684.3103020997,439162.230529884,-93522.07977221569,-0.17556755091806023,56,3531.265071786481,BULL,LOW_VOL,NEUTRAL,LOW_VOL,Portfolio Rebalance Exit
TRIDENT_NS,2022-12-16,2023-01-13,34.38745478632769,31.89828109741211,15905,546932.468376542,505532.1062041742,-41400.36217236775,-0.07569556493008418,28,3819.5143165613904,BULL,LOW_VOL,NEUTRAL,LOW_VOL,Portfolio Rebalance Exit
AARTIDRUGS_NS,2022-09-20,2023-01-20,457.57607765863753,429.8303392175436,1229,562360.999442466,526359.7173370892,-36001.28210537671,-0.06401809894546205,122,3968.1159675317354,NEUTRAL,MID_VOL,BULL,LOW_VOL,Protective Risk Stop
UNIONBANK_NS,2022-12-16,2023-02-23,82.44094021219179,61.352880129691634,6634,546913.1973676804,405560.0525625878,-141353.1448050926,-0.25845626963370444,69,3464.0222671197616,BULL,LOW_VOL,BEAR,LOW_VOL,Initial Risk Stop
IIFL_NS,2022-11-18,2023-02-24,413.89388128349157,432.025103768914,1287,532681.425211854,554034.1768964776,21352.751684623538,0.040085406913018005,98,3939.036683705899,BULL,LOW_VOL,BEAR,LOW_VOL,Defensive Regime Exit
NAVA_NS,2023-01-13,2023-03-01,116.37682310012826,111.5873682682904,4393,511243.3838788636,488453.95331581216,-22789.430563051428,-0.04457648016908374,47,3627.759126183855,NEUTRAL,LOW_VOL,BEAR,LOW_VOL,Protective Risk Stop
ITC_NS,2022-03-28,2023-03-03,252.0339237881268,325.1127958905374,1204,303448.8442409049,390035.9574176854,86587.11317678052,0.2853433612290838,340,2514.554840569029,NEUTRAL,HIGH_VOL,NEUTRAL,LOW_VOL,Defensive Regime Exit
PRICOLLTD_NS,2022-10-19,2023-03-14,200.63006905948077,184.6225616455078,2268,455028.9966269026,417227.4364541214,-37801.56017278123,-0.08307505775016866,146,3168.162021318921,NEUTRAL,MID_VOL,BEAR,MID_VOL,Defensive Regime Exit
CESC_NS,2023-02-13,2023-03-27,63.213964741655154,60.996405271921525,8306,525055.1911441878,504828.0628159607,-20227.128328227147,-0.03852381362833242,42,3737.775615922729,NEUTRAL,LOW_VOL,BEAR,MID_VOL,Protective Risk Stop
DCW_NS,2022-10-19,2023-03-28,59.0095780021677,40.59118442037399,4974,293513.6409827822,201170.58261179365,-92343.05837098852,-0.3146124931767838,160,1808.22850771791,NEUTRAL,MID_VOL,BEAR,MID_VOL,Initial Risk Stop
NAVA_NS,2023-03-14,2023-04-17,119.50385472040948,110.3890421314588,425,50789.13825617415,46734.06299495352,-4055.075261220627,-0.07984138736056767,34,367.85177995689844,BEAR,MID_VOL,NEUTRAL,LOW_VOL,Portfolio Rebalance Exit
BEPL_NS,2023-03-14,2023-04-17,56.26044102143852,56.89770073771935,914,51422.04309359486,51805.197165737234,383.1540721423735,0.007451163919041156,34,388.20307618066545,BEAR,MID_VOL,NEUTRAL,LOW_VOL,Portfolio Rebalance Exit
VAIBHAVGBL_NS,2023-03-14,2023-04-17,292.15111863708637,287.6467899984719,177,51710.74799876458,50718.05655559736,-992.6914431672194,-0.019197004135212584,34,385.3867374028671,BEAR,MID_VOL,NEUTRAL,LOW_VOL,Portfolio Rebalance Exit
SAKSOFT_NS,2023-01-13,2023-05-09,110.22395941943589,140.2442117074536,4639,511328.9477467632,648274.530913609,136945.58316684578,0.267822863873274,116,4200.065948103869,NEUTRAL,LOW_VOL,BULL,LOW_VOL,Trailing Profit Protection
QUESS_NS,2023-04-17,2023-06-12,342.97051916781203,399.2797046127209,1604,550124.7127451708,638163.3294789746,88038.61673380376,0.1600339244795663,56,4302.502701814043,NEUTRAL,LOW_VOL,BULL,LOW_VOL,Protective Risk Stop
SRF_NS,2023-04-17,2023-06-13,2426.9891780072167,2336.463591692116,205,497532.7814914819,477265.5529131858,-20267.228578296083,-0.04073546373676098,57,3537.1562746736113,NEUTRAL,LOW_VOL,BULL,LOW_VOL,Portfolio Rebalance Exit
NUCLEUS_NS,2023-03-14,2023-06-28,557.9317091425488,981.4914918688164,92,51329.717241115046,89962.49474719886,38632.77750608381,0.752639593251821,106,523.2813348415269,BEAR,MID_VOL,BULL,LOW_VOL,Trailing Profit Protection
